"date","USDPHP","BDO","ICT","SM","AAPL_PHP","MSFT_PHP","BTC_PHP","SPY_PHP"
2022-11-07,58.23,130,190,835,7947.457497,12865.324554,1199701.998972,21058.378722
2022-11-08,57.985,133.5,186.8,833,7947.0587945,12867.4107605,1075115.6279275,21082.916911
2022-11-09,58.155,132,180,831,7705.8224595,12659.2908945,923546.7783465,20709.1059945
2022-11-10,58.12,132.8,176.7,787,8386.39634,13692.502424,1022143.15958,21834.004332
2022-11-11,57.17,133.4,178.2,825,8408.266316,13697.623282,973850.53081,21684.986907
2022-11-14,57.11,134.1,181,842,8319.767667,13375.373307,949065.356312,21477.951644
2022-11-15,57.025,134,183.8,870,8405.9925225,13378.6865725,962845.0734325,21628.8982
2022-11-16,57.25,129,187.5,870,8368.8508,13455.9713,954325.411375,21548.59085
2022-11-17,57.413,128.5,184.2,867,8501.544801,13491.4866113,958080.4479688,21543.8148764
2022-11-18,57.453,128.9,188,859,8539.6358157,13475.1932337,959337.3992169,21656.7130098
2022-11-21,57.197,129,190,836,8317.2674368,13461.3082303,902985.2943874,21481.820472
2022-11-22,57.44,130,186,869,8475.065216,13684.930656,929940.36008,21863.392944
2022-11-23,57.285,129.5,186,895,8502.285528,13790.034738,951544.350495,21941.7990795
2022-11-25,56.64,131.5,185.8,910,8241.839328,13629.809952,935797.119552,21689.89152
2022-11-28,56.69,131,198.9,927,8032.457121,13325.999251,919360.001187,21362.628756
2022-11-29,56.625,130.1,205,939,7853.5704,13231.9884375,931197.1284,21301.4812875
2022-12-01,56.37,130,196.8,980,8213.627604,13959.4668,956437.275936,21857.450589
2022-12-02,56.035,128.2,193.5,901.5,8137.2850265,13894.4890315,957563.074307,21702.4843805
2022-12-05,55.725,127,184.3,894,8027.665485,13556.4603675,945922.189995,21194.167875
2022-12-06,55.98,131.6,188.4,943,7859.810322,13341.987702,956670.428322,20984.248548
2022-12-07,55.85,129,190,910,7733.46014,13270.278345,940967.89295,20899.902165
2022-12-09,55.305,129,203,930,7724.283435,13197.244113,947548.9879515,20702.2708755
2022-12-12,55.275,110.7,201,936,7846.628955,13571.1345825,951085.8328125,20989.3491225
2022-12-13,55.64,112.5,207,916,7952.01316,13899.333812,989352.555776,21287.880692
2022-12-14,55.43,113.6,207,928,7798.923398,13863.043,987521.501672,21071.947306
2022-12-15,55.565,110.5,204,930,7451.6165595,13453.242218,964878.734838,20606.558075
2022-12-16,55.91,107.2,205,929,7388.573592,13301.928288,930760.852804,20489.706706
2022-12-19,55.43,107.8,196,908.5,7208.599441,12959.212506,911251.445771,20141.54367
2022-12-20,55.365,107.4,204,905,7196.3371635,13016.687982,936017.5597155,20145.4576995
2022-12-21,54.88,109,195.9,909,7303.139536,13043.00032,922946.331776,20267.562672
2022-12-22,54.776,108,198,926,7116.0158912,12685.9408392,921898.8024368,19940.5673984
2022-12-23,55.34,106.8,204,914,7169.169718,12845.620412,929543.384554,20261.767016
2022-12-27,55.165,105.9,200,930,7047.317717,12710.060132,922202.892677,20118.0411025
2022-12-28,55.72,105.9,198,910,6899.790884,12706.282932,922309.328556,20067.903464
2022-12-29,56.143,105.7,200,900,7149.0924196,13156.4776341,934350.9956774,20584.2246056
2023-01-03,55.75,107.9,198,900,6850.376025,12986.867725,929902.05005,20300.464925
2023-01-04,55.885,111.5,197.5,921,6937.7930285,12448.8475955,942402.0723955,20506.7269135
2023-01-05,56.04,114,198.7,915,6883.258704,12113.399052,943530.702252,20328.907884
2023-01-06,55.912,111,196,900,7120.225464,12228.1668656,947818.4795456,20747.5957208
2023-01-09,55.512,112.4,198,900,7098.1862112,12258.8870472,954615.1445064,20587.4800848
2023-01-10,54.7,110.9,203,903.5,7025.53125,12171.58691,954312.2271,20428.60114
2023-01-11,54.73,109.9,200,900,7177.790243,12546.507701,981576.885445,20698.333227
2023-01-12,55.02,114,203,904,7211.49891,12759.572658,1038204.726258,20883.759834
2023-01-13,55.02,119,208,908,7284.471936,12798.09216,1095424.772484,20964.782286
2023-01-17,54.575,124.5,211.2,933,7288.829615,12754.013775,1154889.9267125,20757.12099
2023-01-18,54.65,123.6,221.6,934,7259.645885,12530.29409,1130641.89258,20457.48426
2023-01-19,54.65,122.7,218,930.5,7262.870235,12324.1215,1152393.23745,20308.557545
2023-01-20,54.716,123,216,950,7411.4080468,12780.0489496,1240770.2575332,20711.8718156
2023-01-23,54.45,122.5,216,950,7548.702975,12842.86014,1248779.80062,20858.4882
2023-01-24,54.285,122.4,212,945,7601.561121,12775.442757,1228820.708808,20772.958668
2023-01-25,54.66,122,216.6,945,7618.089918,12787.696068,1263622.194804,20924.301678
2023-01-26,54.555,122,211,942,7716.0137025,13155.130836,1256553.1656015,21113.625147
2023-01-27,54.35,122,213,944,7792.208415,13114.15498,1254328.893975,21082.620445
2023-01-30,54.39,123,211.8,930,7641.376197,12835.583124,1242275.143893,20833.425942
2023-01-31,54.63,122.8,207.4,920,7744.332411,13163.125815,1264099.041216,21233.020248
2023-02-01,54.635,125.2,218.6,946,7806.2324095,13426.7533995,1296148.1466325,21460.649854
2023-02-02,54.095,125.5,218,930,8015.537444,13917.3289915,1269710.8671545,21557.852848
2023-02-03,53.75,126,218,919,8158.74475,13501.930125,1260401.073625,21192.679
2023-02-06,53.565,125,210,910,7984.891698,13373.166456,1219145.260011,20990.6718885
2023-02-07,54.79,124,206.6,915,8324.68302,14253.826702,1274650.50389,21751.52042
2023-02-08,55.06,126,212,909,8218.029854,14279.629302,1263043.275904,21619.688914
2023-02-09,54.76,125,211.4,895,8116.762668,14036.236528,1194810.581116,21315.488804
2023-02-10,54.625,125.5,214,900,8116.6358875,13974.01455,1182695.90415,21312.5610125
2023-02-13,54.375,126.4,215,895,8231.43975,14344.6524375,1185815.5245,21464.063625
2023-02-14,54.66,125.5,214.8,885,8239.623312,14465.014692,1214589.184902,21566.638668
2023-02-15,54.927,125.5,210,891,8394.9932457,14419.490967,1335156.8265486,21742.3640997
2023-02-16,55.387,124.2,209,888,8377.0123537,14153.150884,1308433.3876702,21622.5752396
2023-02-17,55.2,125,211.2,875,8285.72424,13885.29504,1356021.20832,21495.73008
2023-02-21,54.935,123.9,206,897.5,8025.9430715,13530.007072,1342411.0795225,20963.382779
2023-02-22,55.128,124,207.8,890,8077.4703288,13515.2135568,1333482.5810064,21008.0459328
2023-02-23,55.125,124,209.8,900,8103.606525,13689.6487875,1320105.507525,21118.641075
2023-02-27,54.82,124.1,200,894.5,7978.935878,13367.566454,1289523.793702,20848.21046
2023-02-28,55.33,123.4,199.8,852,8025.400713,13452.012189,1280743.069155,20964.398675
2023-03-01,55.445,124,198.8,889,7927.515011,13309.7330405,1311083.009106,20927.38258
2023-03-02,54.85,125,199.9,890.5,7874.82547,13425.66741,1287629.35398,20863.82106
2023-03-03,54.97,125.8,200,896,8168.987257,13679.015147,1229276.503109,21244.800103
2023-03-06,55.51,127,207,886,8402.171232,13898.882452,1245075.855478,21468.364827
2023-03-07,55.055,127.5,208,880,8212.4937895,13638.9898645,1223309.4098225,20966.012067
2023-03-08,55.25,128,211,889,8310.622125,13663.065325,1199923.925525,21074.609725
2023-03-09,55.39,128.3,212.4,871,8207.418789,13623.176039,1127907.760885,20738.204326
2023-03-10,55.2,124.2,213,875,8065.74672,13375.74936,1114335.87432,20368.84968
2023-03-13,55.08,122,207.4,875,8154.97956,13632.834276,1332800.128656,20295.603
2023-03-14,55.17,118.3,205.2,883,8283.394827,14024.561571,1365240.913614,20664.800703
2023-03-15,54.859,124.3,197.7,874,8258.2928253,14194.1518292,1337240.8390131,20419.7980147
2023-03-16,55.01,121.5,198,874,8435.827508,14810.188272,1378153.928391,20835.25754
2023-03-17,54.59,127.6,198,897,8325.761096,14868.989463,1497072.322323,20434.418127
2023-03-20,54.625,121.5,197.9,883.5,8460.0960375,14495.147975,1516785.2828875,20644.1367375
2023-03-21,54.2,123.1,199.2,899.5,8494.53836,14464.26186,1527129.24888,20752.48082
2023-03-22,54.215,126.2,200,900,8419.535285,14389.5230185,1480472.7240625,20404.368243
2023-03-23,54.35,124,201,900,8499.32909,14709.854675,1539951.416245,20510.47256
2023-03-24,54.275,127,213.2,905,8558.092855,14843.5014975,1492198.05423,20616.57585
2023-03-27,54.075,126.5,210,918,8421.737835,14567.9510025,1467589.4814525,20579.009115
2023-03-28,54.279,125.5,214.2,915.5,8419.8616101,14562.0623943,1480086.8771211,20610.27909
2023-03-29,54.26,128.5,214,909,8583.487068,14836.224984,1538186.430364,20902.52554
2023-03-30,54.298,128.5,218,902.5,8674.4530072,15033.9813718,1522166.376625,21039.6388108
2023-04-03,54.51,128.2,213.6,885,8912.673903,15261.644388,1514844.930357,21501.115185
2023-04-04,54.24,125,210,870,8839.704336,15183.4032,1527837.190752,21275.9112
2023-04-05,54.486,124.2,210,896,8779.5416754,15101.4378348,1535305.6580184,21316.448808
2023-04-11,55,130,210,899,8702.177,15162.939,1662928.223,21629.4595
2023-04-12,55.16,130.2,211,890,8689.498216,15242.539312,1662470.146932,21603.9656
2023-04-13,55.213,131,211,884,8994.473765,15598.9368777,1678423.6531432,21911.9526486
2023-04-17,56.03,128.3,210.2,900,9109.379812,15772.960476,1649805.865747,22261.464199
2023-04-18,56.24,127.9,210,900,9212.14012,15808.5016,1709558.363848,22359.4774
2023-04-19,56.295,129.5,210,900,9285.4042605,15828.35256,1622572.7537115,22377.5608635
2023-04-20,55.93,135,213.6,900,9171.267168,15598.155503,1579798.125619,22111.153666
2023-04-24,55.63,139.5,217,900,9049.816081,15279.152221,1531234.653074,22032.59528
2023-04-25,55.43,139.7,218,900,8932.200834,14881.120267,1569090.140511,21604.89567
2023-04-26,55.555,138,218.8,898,8951.7938145,15995.017826,1579023.165166,21561.9010455
2023-04-27,55.625,144.6,219,888,9217.5798125,16528.1065625,1639479.4074375,22018.867
2023-05-02,55.42,142,217,920,9190.703166,16498.522916,1589475.366082,21854.206418
2023-05-03,55.325,137.7,216,907,9115.6070275,16415.7739725,1604774.023295,21666.9906075
2023-05-04,55.34,141,214,913.5,9027.691676,16474.706932,1596432.321206,21519.357448
2023-05-08,55.435,137,210,920,9463.7356995,16678.0687735,1535232.045929,21961.2127525
2023-05-09,55.765,136.1,206.4,935,9425.1493575,16687.6595205,1542391.610181,21995.065513
2023-05-10,55.625,135.5,205.6,943,9499.4595,16933.674,1536460.1719375,22042.363
2023-05-11,55.85,136,208,941,9548.322645,16882.40502,1507994.071235,22092.925185
2023-05-15,56.068,135.8,200,924.5,9506.0378464,16912.7776368,1524639.9335512,22226.5158076
2023-05-16,56.183,136.4,201,930.5,9525.5354984,17072.32821,1519000.1294232,22123.2698028
2023-05-17,56.018,136,204.6,940,9531.7820026,17183.073356,1534826.1296486,22326.0635288
2023-05-18,55.81,136.5,203.8,927,9626.170191,17365.705656,1497505.58429,22457.430548
2023-05-22,55.556,139,201,924,9535.8318416,17431.0338916,1491749.5616788,22331.761986
2023-05-23,55.818,137.9,200.6,920,9435.6031014,17190.436914,1519685.6073588,22185.2715714
2023-05-24,55.7,136,201.4,929,9431.02374,17077.37492,1466849.38488,21977.98346
2023-05-25,56.08,135,200,916,9558.914512,17855.11492,1484785.68856,22319.548384
2023-05-30,56.35,134.3,199,910.5,9844.237935,18232.284805,1561027.39996,22726.107145
2023-05-31,56.341,136,195,929,9839.8880408,18074.1646295,1533582.7626462,22596.4764083
2023-06-01,56.066,137,201,910,9948.7491086,18215.422905,1503688.5893982,22699.8282754
2023-06-05,56.022,138.1,199,928,9912.7903812,18385.0142478,1443132.1933494,22965.9275856
2023-06-06,56.097,135.3,201,905,9905.6138697,18285.7820184,1528014.0211704,23046.7456278
2023-06-07,56.135,137.4,202,925,9835.4414175,17733.3440155,1478932.59773,22982.6176815
2023-06-08,56.06,137.8,201.8,924,9974.200806,17812.610914,1486050.633808,23090.732792
2023-06-13,55.897,139.6,200,926,10096.1105503,18253.8976007,1448779.1669645,23427.5953576
2023-06-14,55.931,140.5,197,910,10137.5217155,18431.6471606,1405248.2421698,23469.7606269
2023-06-15,55.776,141.9,194.5,922,10222.6420128,18966.8407488,1426548.979632,23694.8774496
2023-06-20,55.552,139.5,200,915,10126.8462848,18345.2813824,1573648.6300416,23397.3135872
2023-06-21,55.585,141,200,924,10075.3537755,18112.3666915,1669067.2981865,23291.260051
2023-06-22,55.548,140.8,200,910,10235.0411784,18434.0370744,1661567.3960976,23359.7726388
2023-06-26,55.684,140,206,929,10165.1754524,17874.8201464,1685617.6530356,23144.9822108
2023-06-27,55.146,137,209,919,10218.5648292,18023.7311436,1692329.4974586,23172.6580176
2023-06-29,55.44,138.9,200.2,916,10356.618888,18145.81692,1687890.292704,23399.81028
2023-07-03,55.258,140,200.6,932,10478.8895106,18244.9538208,1721642.533891,23625.3755486
2023-07-05,55.46,137.6,203,932,10455.441212,18320.318094,1692315.64636,23676.472968
2023-07-06,55.655,136.9,198.4,932,10518.5222905,18554.3585135,1664604.2008245,23573.665909
2023-07-10,55.549,135.6,200.4,908,10323.3428129,18006.7582851,1689493.4329143,23528.7677222
2023-07-11,55.265,136,200.2,910.5,10241.7042735,17949.2485515,1692266.868068,23557.5518045
2023-07-12,54.515,142,202.4,910.5,10193.4927265,17957.5626385,1656800.6089475,23424.822925
2023-07-13,54.34,148,205,931,10201.998092,18189.749864,1710408.491792,23534.95287
2023-07-17,54.375,144.8,205,925,10393.4115,18364.5418125,1639182.6980625,23617.161375
2023-07-18,54.352,139.5,207,929,10375.090224,19087.3679712,1622763.885,23782.5817968
2023-07-19,54.616,141.7,207.6,921,10499.2050688,18944.7939216,1633778.8622608,23951.246024
2023-07-20,54.651,146.3,206,940,10399.8557658,18518.6170473,1628163.4445556,23807.5932696
2023-07-24,54.485,150,204,923,10347.867479,18368.691505,1589704.26826,23841.306566
2023-07-25,54.525,147.5,206.4,924,10402.203165,18694.8395325,1593623.472465,23923.9506075
2023-07-26,54.465,148.2,207,937.5,10437.9830505,17971.413009,1598818.5881055,23901.2953305
2023-07-27,54.781,148.7,213,922,10429.4478164,17698.4044436,1600190.7814995,23880.5827242
2023-07-31,54.719,145.1,217,912,10591.7981449,17956.3298607,1599442.4602247,24132.9558617
2023-08-01,54.879,146,210.2,915,10577.3455326,18031.3570503,1628574.5183796,24134.2585638
2023-08-02,55.331,144,206,904.5,10499.2730409,17702.0523631,1613007.043429,23994.5426726
2023-08-03,55.73,146.6,208,912,10497.559158,17783.966862,1626127.819681,24098.315187
2023-08-07,56.199,141,208,901.5,9903.6856347,18123.0366603,1639919.3086419,24402.3532467
2023-08-08,56.285,141,208.8,895,9971.529399,17927.5323475,1675350.728477,24333.4182535
2023-08-09,56.294,142.4,214.2,900,9883.81905,17720.3322786,1664134.7488654,24174.61389
2023-08-10,56.157,142.5,208,887,9847.5904374,17715.6073149,1652677.5867126,24124.4350887
2023-08-14,56.857,141.8,201,867,10067.3960764,17998.08335,1672075.8663938,24545.6501845
2023-08-15,56.849,142,205.8,860,9953.236618,17874.4853196,1658305.0963973,24256.3085804
2023-08-16,56.626,143,212,886,9865.0306388,17761.1299568,1625266.9546418,23983.8630236
2023-08-17,56.705,142,215.8,860.5,9735.00099,17590.5090845,1512013.353114,23834.313646
2023-08-22,56.135,139,205.8,829.5,9816.0411615,17720.326309,1461287.020787,23695.3188685
2023-08-23,56.415,138,205,829,10081.529745,18059.4513285,1491141.004449,24078.7400175
2023-08-24,56.62,142.8,205,835,9853.369106,17735.416658,1481313.55926,23831.318366
2023-08-29,56.674,141.6,213.6,812.5,10295.568862,18220.5889868,1571422.2482124,24523.9846148
2023-08-30,56.759,143,212.8,844,10508.6961381,18269.0363577,1549365.4981904,24661.9217216
2023-08-31,56.615,139.3,207.2,833,10494.3205835,18165.5964685,1468110.3269105,24563.357559
2023-09-05,56.97,138.6,205,840,10662.989445,18602.419797,1468685.597328,24656.456484
2023-09-06,56.921,137.7,205.4,856,10272.4816411,18549.0853382,1465899.9634323,24469.6377717
2023-09-07,56.679,134.2,206.6,824,9929.6223495,18305.4295893,1487268.0294087,24290.8000041
2023-09-11,56.686,131.5,211,825,10031.523019,18753.2990022,1426370.2216498,24490.3983646
2023-09-12,56.619,132.6,209,820,9848.7221787,18389.1434625,1462658.0926122,24327.2649159
2023-09-13,56.622,130,207,801,9732.4837944,18627.9132384,1485100.1728524,24356.9215362
2023-09-14,56.731,129.6,210,812,9836.8603988,18810.3941127,1505622.2343478,24614.2307022
2023-09-18,56.598,129.5,209,810,9938.32581,18232.1740908,1514238.8073576,24274.8878598
2023-09-19,56.736,129.8,206,801,10024.1391744,18253.8548352,1543849.9454592,24283.6094016
2023-09-20,56.748,127.8,204,789.5,9825.8140536,17819.950212,1539687.1786344,24065.4534984
2023-09-21,56.767,131,202.8,793.5,9741.728103,17757.0071117,1508164.8111576,23675.6196822
2023-09-25,56.85,133,204,827.5,9876.567555,17672.22045,1495068.616425,23756.39841
2023-09-26,57.217,135.8,203.2,838,9707.7394701,17483.8330202,1500072.39325,23558.4989715
2023-09-27,56.967,141.5,208.6,850,9579.3257619,17443.694169,1501235.2179456,23464.9180779
2023-09-28,56.638,141.4,208,846.5,9538.5301836,17390.0805458,1530446.3733222,23464.6533046
2023-10-02,56.764,141.4,207,841,9731.1319896,17882.2096572,1562757.4910928,23450.457208
2023-10-03,56.83,141,208.6,827,9666.748902,17435.125752,1558845.678155,23163.441994
2023-10-04,56.609,140,206.8,826.5,9699.5332434,17676.0017448,1573695.9232505,23241.39104
2023-10-05,56.631,138.7,203,814,9773.1457929,17705.0422197,1552590.5181351,23241.6568812
2023-10-09,56.88,139.2,203.4,830,10045.09332,18365.32908,1568959.587576,23772.239496
2023-10-10,56.779,139.3,205,821,9993.6377226,18253.2391073,1555234.6961905,23853.5335701
2023-10-11,56.527,136,202,828,10027.9237162,18395.2367953,1519068.1765981,23844.9426856
2023-10-12,56.773,135.5,203.2,830,10122.5407405,18405.2559019,1519063.7382724,23802.7104303
2023-10-16,56.62,135.2,209,802,9984.093362,18437.691504,1614772.210216,23868.84044
2023-10-17,56.612,135.3,215,817,9894.985032,18402.9420968,1608672.325776,23864.3753324
2023-10-18,56.826,134.4,214.2,812.5,9858.941631,18364.032225,1609786.3511268,23635.3938282
2023-10-19,56.755,131.3,210,820,9825.3404675,18408.313985,1629992.623583,23398.451956
2023-10-23,56.656,126.4,205,811,9670.6919584,18265.271184,1874533.6961664,23030.6300064
2023-10-24,56.679,127.4,202,811,9699.2222145,18339.8280744,1921504.6658367,23213.6836239
2023-10-25,56.761,129,201,817.5,9582.2103848,18929.8048522,1958414.5830483,22913.621046
2023-10-26,56.881,129,201,814,9366.1904149,18258.1866852,1942864.3176404,22687.1063001
2023-10-31,56.707,127.5,201.2,801,9554.6248077,18769.6824287,1965905.8685084,22927.4623515
2023-11-03,56.495,128,205,805,9846.660437,19511.9549755,1962202.655679,23742.419215
2023-11-06,55.691,130,209,833.5,9848.2961962,19437.6292424,1951266.2339301,23458.3746458
2023-11-07,55.732,133.2,210,829,9997.9696884,19670.1746904,1975340.62525,23542.45077
2023-11-08,55.93,134.5,209.4,819,10092.534942,19886.252673,1994199.659389,23643.40076
2023-11-09,55.75,135,207,817,10033.65085,19685.2581,2045641.71875,23383.506825
2023-11-10,55.944,133.8,208.6,821,10302.3561312,20245.5629712,2087492.6705472,23831.0419032
2023-11-13,55.897,132.8,205,819,10205.3444677,20064.9436316,2040372.1653835,23788.3266471
2023-11-14,55.8,129.5,203.4,825,10333.17234,20226.22776,1983000.34548,24207.75864
2023-11-15,55.498,130.5,208.8,839,10308.4982092,20124.9234014,2102296.539836,24127.7111016
2023-11-16,55.73,129.4,209.8,841.5,10445.19525,20564.397865,2014905.304235,24258.204557
2023-11-17,55.62,130.2,211,855,10423.477224,20178.99162,2035507.541832,24240.441888
2023-11-20,55.386,129.4,212,829,10475.929584,20506.4615718,2075698.740402,24324.2683992
2023-11-21,55.12,131.9,214.8,827,10381.510256,20171.693152,1974057.345,24154.6864
2023-11-22,55.285,131.5,218.4,830,10449.1801245,20491.3023225,2069446.905843,24320.5293915
2023-11-24,55.212,132.1,218.4,834,10362.2930628,20441.497638,2082612.1656144,24303.3617112
2023-11-28,55.34,131.5,220,845,10409.824778,20774.973574,2093572.293706,24339.909966
2023-11-29,54.83,134,221.6,843,10258.095353,20376.440002,2075781.127326,24098.634865
2023-11-30,55.2,131.4,220,832,10358.94792,20517.19416,2081743.58472,24356.78472
2023-12-01,55.502,131,219.8,825,10486.3591732,20389.8862942,2147303.0025,24634.9179128
2023-12-04,55.236,131.5,220,825,10337.3290224,20001.204162,2318812.6765572,24388.1522304
2023-12-05,55.325,131.7,228.8,823.5,10572.0708475,20216.8615,2438761.87273,24422.6403375
2023-12-06,55.121,129.7,235,828,10473.1829235,19941.179291,2411347.8113813,24234.5264205
2023-12-07,55.254,126.9,229,826,10604.9057454,20105.82552,2392092.8621814,24478.3673862
2023-12-11,55.363,123.4,229,835,10566.2057116,20164.4945579,2283382.271016,24727.9116315
2023-12-12,55.546,125,232,839,10685.0951808,20398.9685516,2302394.0700942,24922.9569584
2023-12-13,55.527,126.7,234.4,832,10859.7263412,20391.4467396,2381594.2421394,25258.0051533
2023-12-14,55.48,130.4,229.2,875,10858.756424,19914.862236,2386970.005396,25317.621144
2023-12-15,55.656,129.9,237,906,10863.5113368,20240.0947152,2333642.6001168,25356.1166784
2023-12-18,55.736,126.9,244,912.5,10786.615948,20374.1610336,2375665.5752776,25535.3982376
2023-12-19,55.654,131,246,903.5,10828.4819066,20377.4839186,2352523.9263542,25652.8820554
2023-12-20,55.591,129,243.2,904.5,10700.3391303,20210.4527142,2426672.22975,25268.7667498
2023-12-21,55.62,129.6,238,900.5,10697.678262,20380.313772,2440002.250926,25521.670836
2023-12-22,55.26,130,240,904.5,10569.475206,20304.778608,2431324.081098,25407.437274
2023-12-27,55.315,128.6,239,889,10555.4019025,20297.319289,2403041.5519825,25586.296203
2023-12-28,55.549,129.1,242.2,894,10623.6573716,20449.1089426,2367934.7451695,25704.2387641
2023-12-29,55.315,130.5,246.8,872,10521.521465,20404.209995,2328728.4382245,25521.8597595
2024-01-02,55.388,127.8,256,882,10158.380752,20150.237482,2490131.9758944,25412.5239696
2024-01-03,55.563,126.2,249.8,879,10114.1717841,20199.1896621,2380773.1919754,25284.6265749
2024-01-04,55.673,130.6,255.4,880,10005.495887,20093.9055729,2459628.7919387,25253.0779445
2024-01-05,55.523,133.1,252,896,9938.4892971,20029.422543,2452045.1146022,25219.5293571
2024-01-08,55.494,132.3,249,890,10173.43755,20396.7475578,2606581.1434266,25566.2078868
2024-01-09,55.648,133.6,246.4,900,10178.57568,20513.3942496,2567583.722864,25598.2580736
2024-01-10,56.087,135.1,241,884,10317.0578238,21059.2494989,2615212.1454251,25946.1098089
2024-01-11,56.031,139.8,238.4,890,10273.5415926,21140.4570783,2598078.2365629,25908.7848279
2024-01-12,55.945,139,245.8,902,10276.011167,21318.73737,2397420.48376,25886.937534
2024-01-16,55.729,139.3,248.4,890,10110.2604407,21334.8333822,2404981.9466237,25692.3173296
2024-01-17,55.902,139.2,248,875,10089.1761894,21357.191394,2389399.7488746,25628.8197396
2024-01-18,55.907,135.8,247.8,873,10418.716706,21600.4074224,2306837.9101502,25859.0448776
2024-01-19,55.703,136.8,239.2,870,10541.9431481,21783.8669051,2318270.0805586,26085.8708684
2024-01-22,55.864,140.6,241,883,10701.0061744,21728.4592192,2207039.5612608,26216.5785656
2024-01-23,56.332,142,243.4,890,10862.4488612,22042.5595036,2244579.5676656,26513.3148844
2024-01-24,56.291,144.8,246,900,10816.7265743,22228.6122625,2255978.5837922,26522.9738451
2024-01-25,56.182,143.9,241,904,10777.4660966,22312.8723188,2243561.2347652,26615.5932616
2024-01-26,56.505,144.8,236,925,10741.736112,22389.055257,2362862.3015055,26734.6118355
2024-01-29,56.222,144.9,236,922,10649.6105954,22596.2458642,2433751.7722342,26811.372248
2024-01-30,56.325,143.4,239.4,923,10463.7825075,22575.206445,2419305.724455,26839.7130075
2024-01-31,56.3,145,243,900,10256.6777,21957.13512,2397400.68965,26390.04511
2024-02-01,56.096,144,243,893,10355.8432928,22218.7448928,2416378.5846464,26638.5655616
2024-02-02,55.929,148.5,248,914,10269.2075835,22560.7798425,2415341.9303826,26838.8617602
2024-02-05,56.164,148.6,255.8,900,10413.8951816,22348.7002504,2395881.429552,26853.4911296
2024-02-06,56.297,148,259.8,906,10528.6593103,22392.7904249,2425537.7739543,26995.2334362
2024-02-07,56.124,150,270,910,10502.4055464,22795.239654,2487315.9308148,27136.7341236
2024-02-08,55.95,153.6,271,915,10409.592615,22727.86353,2534622.64008,27064.553625
2024-02-12,55.87,150.8,274,900,10343.308079,22758.393085,2791165.902249,27170.117352
2024-02-13,55.892,152.4,272,903,10230.723194,22277.1986136,2780204.5347288,26806.4571364
2024-02-14,56.025,152.6,270,915,10205.7437025,22546.0455075,2903590.6041825,27114.430455
2024-02-15,56.034,154.3,273,916,10191.3070248,22388.3174592,2910324.9740598,27305.8949196
2024-02-16,55.819,154.3,280,905,10066.6161541,22165.2727661,2911530.3768389,27065.6618494
2024-02-20,55.998,155,290,908,10057.3583958,22166.4611124,2927848.43025,27002.9747736
2024-02-21,55.849,157,280,916,10072.5849611,22073.9989107,2895166.3470653,26955.51985
2024-02-22,55.82,155,276.2,915.5,10180.546494,22582.03682,2863843.576114,27499.092234
2024-02-23,55.763,153.6,279,908,10068.1044471,22487.1881268,2828965.6832396,27489.9600955
2024-02-26,55.867,149.5,278,916.5,10011.7183621,22375.3983173,3046003.0492941,27440.3564043
2024-02-27,56.031,143.8,288,921,10122.5884755,22437.7764399,3198550.4281041,27572.0370474
2024-02-28,56.072,148,285,913,10062.8829792,22467.4223936,3504768.5344152,27555.74332
2024-02-29,56.211,153,289,940,10050.5717688,22850.1481137,3440022.2955708,27723.3607587
2024-03-01,56.165,154,283.2,937,9981.7842125,22934.112809,3506978.141212,27960.73428
2024-03-04,56.01,152,300,935,9701.587317,22838.895246,3827186.493741,27853.666581
2024-03-05,55.968,151.5,295.4,963,9418.5972672,22146.8846016,3570825.5168256,27554.613504
2024-03-06,55.933,152.5,292,953,9357.3783546,22102.2549547,3697551.9072851,27676.9236724
2024-03-07,55.807,153,300,960.5,9329.6747425,22439.1185301,3734910.5079108,27888.6888222
2024-03-08,55.701,157,309.8,979.5,9407.2750488,22236.6524346,3804383.5247538,27668.6418051
2024-03-11,55.57,155.3,301.6,983.5,9496.196147,22091.514523,4007925.467534,27579.83556
2024-03-12,55.295,150.5,309,983,9475.4562605,22566.906928,3952557.8807845,27738.5653355
2024-03-13,55.443,154,316,992,9385.6405335,22617.5005845,4051968.4905,27769.2142458
2024-03-14,55.347,152.9,313,995,9471.7756368,23128.791789,3951587.2770486,27666.3325635
2024-03-15,55.494,148,315,981,9476.0666496,22710.2924178,3851493.0010596,27549.3359214
2024-03-18,55.572,153,307.2,980,9549.8592552,22791.3720276,3753810.4546536,27752.017722
2024-03-19,55.657,153.5,307,980,9694.3974827,23049.9402539,3445879.2291238,27948.9250509
2024-03-20,55.84,154,314.8,980,9869.340288,23335.357312,3792299.438896,28300.181056
2024-03-21,56.036,155,319.4,981,9499.3291884,23645.2531544,3669875.5636616,28493.3645952
2024-03-22,55.96,154.2,318.4,980,9536.820716,23578.538948,3569059.504732,28400.774432
2024-03-25,56.262,153.3,317.2,980,9508.7055912,23380.6699374,3936022.708875,28475.154654
2024-03-26,56.23,151,324,982,9439.886777,23300.508678,3935416.012657,28406.395106
2024-03-27,56.242,154.5,318,972,9642.184722,23293.3217008,3906307.4459996,28651.2327034
2024-04-01,56.207,159,320,990,9453.8150548,23452.2695774,3917748.6551188,28578.1231494
